Date,Body,TransactionID,Amount,Category
06/12/2024,"*165*S*1500 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-06-12 13:21:47 . Fee was: 100 RWF. New balance: 1110 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
06/12/2024,*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-12 17:03:05. Your NEW BALANCE :6110 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,5000,Incoming Money
06/12/2024,"TxId: 28563784569. Your payment of 1,500 RWF to Alex Doe 39288 has been completed at 2024-06-12 17:08:44. Your new balance: 4,610 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",28563784569,"1,500",Payments to Code Holders
06/12/2024,"TxId: 16877151789. Your payment of 1,500 RWF to Alex Doe 44082 has been completed at 2024-06-12 17:15:15. Your new balance: 3,110 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",16877151789,"1,500",Payments to Code Holders
06/12/2024,*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-06-12 17:42:10. Your NEW BALANCE :13110 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,10000,Incoming Money
06/12/2024,"*165*S*500 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-06-12 17:47:49 . Fee was: 20 RWF. New balance: 12590 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,500,Transfers to Mobile Numbers
06/12/2024,"*165*S*5000 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-06-12 17:51:31 . Fee was: 100 RWF. New balance: 7490 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,5000,Transfers to Mobile Numbers
06/12/2024,"*165*S*1000 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-06-12 17:52:30 . Fee was: 20 RWF. New balance: 6470 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
06/12/2024,"TxId: 49766645414. Your payment of 800 RWF to Linda Green 18881 has been completed at 2024-06-12 20:18:40. Your new balance: 5,670 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",49766645414,800,Payments to Code Holders
06/12/2024,"TxId: 91799715733. Your payment of 1,000 RWF to Samuel Carter 70871 has been completed at 2024-06-12 22:08:07. Your new balance: 4,670 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",91799715733,"1,000",Payments to Code Holders
06/12/2024,"TxId: 42326639460. Your payment of 1,600 RWF to Jane Smith 37496 has been completed at 2024-06-12 22:24:34. Your new balance: 3,070 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",42326639460,"1,600",Payments to Code Holders
06/13/2024,"*165*S*1000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-06-13 09:22:59 . Fee was: 20 RWF. New balance: 2050 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
06/13/2024,"*165*S*1800 RWF transferred to Robert Brown (250791666666) from 36521838 at 2024-06-13 09:51:51 . Fee was: 100 RWF. New balance: 150 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1800,Transfers to Mobile Numbers
06/13/2024,*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-13 13:35:40. Your NEW BALANCE :5150 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,5000,Incoming Money
06/13/2024,"TxId: 18893569803. Your payment of 1,500 RWF to Alex Doe 45991 has been completed at 2024-06-13 13:36:25. Your new balance: 3,650 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",18893569803,"1,500",Payments to Code Holders
06/13/2024,"*165*S*1700 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-06-13 18:13:31 . Fee was: 100 RWF. New balance: 1850 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1700,Transfers to Mobile Numbers
06/13/2024,*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-06-13 18:24:09. Your NEW BALANCE :11850 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,10000,Incoming Money
06/13/2024,"*165*S*7000 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-06-13 18:26:07 . Fee was: 100 RWF. New balance: 4750 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,7000,Transfers to Mobile Numbers
06/14/2024,*113*R*A bank deposit of 25000 RWF has been added to your mobile money account at 2024-06-14 07:49:33. Your NEW BALANCE :29750 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,25000,Incoming Money
06/14/2024,"*164*S*Y'ello,A transaction of 25000 RWF by DIRECT PAYMENT LTD  on your MOMO account was successfully completed at 2024-06-14 07:52:10. Message from debit receiver: . Your new balance:4750 RWF. Fee was 0 RWF. Financial Transaction Id: 14366722236. External Transaction Id: 48214394.*EN#",,25000,Transfers to Mobile Numbers
06/14/2024,"TxId: 10809435113. Your payment of 2,000 RWF to Linda Green 84094 has been completed at 2024-06-14 09:44:21. Your new balance: 2,750 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",10809435113,"2,000",Payments to Code Holders
06/14/2024,"TxId: 97328486237. Your payment of 1,800 RWF to Samuel Carter 31469 has been completed at 2024-06-14 10:58:00. Your new balance: 950 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",97328486237,"1,800",Payments to Code Holders
06/14/2024,*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-14 13:06:59. Your NEW BALANCE :5950 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,5000,Incoming Money
06/14/2024,"TxId: 20564153955. Your payment of 2,500 RWF to Alex Doe 15064 has been completed at 2024-06-14 13:07:42. Your new balance: 3,450 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",20564153955,"2,500",Payments to Code Holders
06/14/2024,"TxId: 31051483102. Your payment of 1,500 RWF to Samuel Carter 28053 has been completed at 2024-06-14 13:28:42. Your new balance: 1,950 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",31051483102,"1,500",Payments to Code Holders
06/14/2024,*113*R*A bank deposit of 15000 RWF has been added to your mobile money account at 2024-06-14 13:56:53. Your NEW BALANCE :16950 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,15000,Incoming Money
06/14/2024,"*165*S*10000 RWF transferred to Robert Brown (250791666666) from 36521838 at 2024-06-14 13:57:25 . Fee was: 100 RWF. New balance: 6850 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,10000,Transfers to Mobile Numbers
06/14/2024,"TxId: 17481776844. Your payment of 1,800 RWF to Robert Brown 40227 has been completed at 2024-06-14 15:52:21. Your new balance: 5,050 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",17481776844,"1,800",Payments to Code Holders
06/14/2024,"*165*S*200 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-06-14 17:23:57 . Fee was: 20 RWF. New balance: 4830 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,200,Transfers to Mobile Numbers
06/14/2024,"TxId: 63344530197. Your payment of 1,000 RWF to Robert Brown 18321 has been completed at 2024-06-14 20:04:10. Your new balance: 3,830 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",63344530197,"1,000",Payments to Code Holders
06/14/2024,"*165*S*1500 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-06-14 20:37:49 . Fee was: 100 RWF. New balance: 2230 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
06/14/2024,"*165*S*1800 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-06-14 20:38:41 . Fee was: 100 RWF. New balance: 330 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1800,Transfers to Mobile Numbers
06/14/2024,*113*R*A bank deposit of 8000 RWF has been added to your mobile money account at 2024-06-14 21:54:38. Your NEW BALANCE :8330 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,8000,Incoming Money
06/14/2024,"*165*S*2000 RWF transferred to Robert Brown (250791666666) from 36521838 at 2024-06-14 23:17:17 . Fee was: 100 RWF. New balance: 6230 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,2000,Transfers to Mobile Numbers
06/15/2024,"TxId: 99134996997. Your payment of 1,500 RWF to Jane Smith 89064 has been completed at 2024-06-15 13:11:40. Your new balance: 4,730 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",99134996997,"1,500",Payments to Code Holders
06/15/2024,"*165*S*1500 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-06-15 13:12:13 . Fee was: 100 RWF. New balance: 3130 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
06/15/2024,"TxId: 96723699988. Your payment of 2,100 RWF to Jane Smith 92936 has been completed at 2024-06-15 13:20:08. Your new balance: 1,030 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",96723699988,"2,100",Payments to Code Holders
06/15/2024,*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-06-15 14:00:04. Your NEW BALANCE :51030 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,50000,Incoming Money
06/15/2024,"*165*S*700 RWF transferred to Robert Brown (250791666666) from 36521838 at 2024-06-15 14:02:22 . Fee was: 20 RWF. New balance: 50310 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
06/15/2024,"TxId: 16545003631. Your payment of 700 RWF to Alex Doe 29114 has been completed at 2024-06-15 14:02:58. Your new balance: 49,610 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",16545003631,700,Payments to Code Holders
06/15/2024,"TxId: 61557468875. Your payment of 23,300 RWF to Jane Smith 90360 has been completed at 2024-06-15 15:37:37. Your new balance: 26,310 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",61557468875,"23,300",Payments to Code Holders
06/15/2024,"*165*S*1500 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-06-15 16:44:21 . Fee was: 100 RWF. New balance: 24710 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
06/15/2024,"*165*S*1500 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-06-15 16:44:59 . Fee was: 100 RWF. New balance: 23110 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
06/15/2024,"TxId: 81945111303. Your payment of 11,000 RWF to Alex Doe 15688 has been completed at 2024-06-15 18:30:24. Your new balance: 12,110 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",81945111303,"11,000",Payments to Code Holders
06/15/2024,"*164*S*Y'ello,A transaction of 8000 RWF by ESICIA LTD KPAY on your MOMO account was successfully completed at 2024-06-15 21:28:58. Message from debit receiver: 1599236171847972758074646. Your new balance:4110 RWF. Fee was 0 RWF. Financial Transaction Id: 14392932831. External Transaction Id: E39762254KPY1718479727.*EN#",,8000,Transfers to Mobile Numbers
06/16/2024,"TxId: 59979980024. Your payment of 900 RWF to Robert Brown 32983 has been completed at 2024-06-16 12:28:56. Your new balance: 3,210 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",59979980024,900,Payments to Code Holders
06/16/2024,"*165*S*800 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-06-16 13:06:33 . Fee was: 20 RWF. New balance: 2390 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,800,Transfers to Mobile Numbers
06/16/2024,"*165*S*800 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-06-16 13:07:09 . Fee was: 20 RWF. New balance: 1570 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,800,Transfers to Mobile Numbers
06/16/2024,*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-06-16 13:20:31. Your NEW BALANCE :21570 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,20000,Incoming Money
06/16/2024,"*165*S*2000 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-06-16 13:21:07 . Fee was: 100 RWF. New balance: 19470 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,2000,Transfers to Mobile Numbers
06/16/2024,"*165*S*4600 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-06-16 13:26:25 . Fee was: 100 RWF. New balance: 14770 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,4600,Transfers to Mobile Numbers
06/16/2024,"*165*S*400 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-06-16 14:31:13 . Fee was: 20 RWF. New balance: 14350 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,400,Transfers to Mobile Numbers
06/16/2024,"*164*S*Y'ello,A transaction of 5000 RWF by Future Dynamic  Innovations ltd on your MOMO account was successfully completed at 2024-06-16 19:25:44. Message from debit receiver: 610. Your new balance:9350 RWF. Fee was 0 RWF. Financial Transaction Id: 14404189056. External Transaction Id: 475e95b8a1d049c2ba9ee675401d9332.*EN#",,5000,Transfers to Mobile Numbers
06/16/2024,"TxId: 77021305535. Your payment of 7,000 RWF to Linda Green 89531 has been completed at 2024-06-16 20:13:42. Your new balance: 2,350 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",77021305535,"7,000",Payments to Code Holders
06/16/2024,*162*TxId:14405681742*S*Your payment of 1000 RWF to MTN Cash Power with token 40296-92192-79801-46115 has been completed at 2024-06-16 21:05:53. Fee was 0 RWF. Your new balance: 1350 RWF . Message: - -. *EN#,,1000,Payments to Code Holders
06/16/2024,"TxId: 59491550845. Your payment of 500 RWF to Samuel Carter 54211 has been completed at 2024-06-16 21:48:11. Your new balance: 850 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",59491550845,500,Payments to Code Holders
06/16/2024,"*165*S*500 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-06-16 21:54:00 . Fee was: 20 RWF. New balance: 330 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,500,Transfers to Mobile Numbers
06/17/2024,*162*TxId:14412904724*S*Your payment of 200 RWF to Airtime with token  has been completed at 2024-06-17 14:57:47. Fee was 0 RWF. Your new balance: 130 RWF . Message: - -. *EN#,,200,Payments to Code Holders
06/17/2024,*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-06-17 15:01:29. Your NEW BALANCE :20130 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,20000,Incoming Money
06/17/2024,*162*TxId:14413610551*S*Your payment of 5000 RWF to Airtime with token  has been completed at 2024-06-17 15:54:55. Fee was 0 RWF. Your new balance: 15130 RWF . Message: - -. *EN#,,5000,Payments to Code Holders
06/17/2024,"TxId: 19524019964. Your payment of 4,500 RWF to Linda Green 22964 has been completed at 2024-06-17 15:57:16. Your new balance: 10,630 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",19524019964,"4,500",Payments to Code Holders
06/17/2024,"*165*S*4550 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-06-17 16:16:56 . Fee was: 100 RWF. New balance: 5980 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,4550,Transfers to Mobile Numbers
06/17/2024,"*165*S*3000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-06-17 16:20:20 . Fee was: 100 RWF. New balance: 2880 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,3000,Transfers to Mobile Numbers
06/17/2024,*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-06-17 16:26:27. Your NEW BALANCE :52880 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,50000,Incoming Money
06/17/2024,"TxId: 23764987164. Your payment of 9,900 RWF to Linda Green 57394 has been completed at 2024-06-17 16:27:00. Your new balance: 42,980 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",23764987164,"9,900",Payments to Code Holders
06/17/2024,"TxId: 41741931224. Your payment of 2,800 RWF to Jane Smith 12146 has been completed at 2024-06-17 16:35:20. Your new balance: 40,180 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",41741931224,"2,800",Payments to Code Holders
06/17/2024,"*165*S*30000 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-06-17 17:04:58 . Fee was: 250 RWF. New balance: 9930 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,30000,Transfers to Mobile Numbers
06/17/2024,"*165*S*500 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-06-17 18:51:05 . Fee was: 20 RWF. New balance: 9410 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,500,Transfers to Mobile Numbers
06/17/2024,*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-06-17 19:50:19. Your NEW BALANCE :29410 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,20000,Incoming Money
06/17/2024,"*165*S*10000 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-06-17 19:50:46 . Fee was: 100 RWF. New balance: 19310 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,10000,Transfers to Mobile Numbers
06/17/2024,"*165*S*2000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-06-17 21:32:35 . Fee was: 100 RWF. New balance: 17210 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,2000,Transfers to Mobile Numbers
06/17/2024,"TxId: 81779365319. Your payment of 2,000 RWF to Linda Green 31161 has been completed at 2024-06-17 22:14:09. Your new balance: 15,210 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",81779365319,"2,000",Payments to Code Holders
06/18/2024,"*165*S*2000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-06-18 09:08:49 . Fee was: 100 RWF. New balance: 13110 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,2000,Transfers to Mobile Numbers
06/18/2024,"TxId: 12093489080. Your payment of 2,500 RWF to Alex Doe 12185 has been completed at 2024-06-18 13:32:45. Your new balance: 10,610 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",12093489080,"2,500",Payments to Code Holders
06/18/2024,"TxId: 10919892030. Your payment of 1,500 RWF to Samuel Carter 54054 has been completed at 2024-06-18 13:47:33. Your new balance: 9,110 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",10919892030,"1,500",Payments to Code Holders
06/18/2024,You have received 5000 RWF from Linda Green (*********806) on your mobile money account at 2024-06-18 14:08:05. Message from sender: . Your new balance:14110 RWF. Financial Transaction Id: 43960900475.,,5000,Incoming Money
06/18/2024,"*165*S*1700 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-06-18 18:39:24 . Fee was: 100 RWF. New balance: 12310 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1700,Transfers to Mobile Numbers
06/18/2024,"TxId: 92393353015. Your payment of 1,500 RWF to Alex Doe 12474 has been completed at 2024-06-18 20:13:38. Your new balance: 10,810 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",92393353015,"1,500",Payments to Code Holders
06/19/2024,"TxId: 70015105006. Your payment of 3,500 RWF to Robert Brown 29936 has been completed at 2024-06-19 13:14:56. Your new balance: 7,310 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",70015105006,"3,500",Payments to Code Holders
06/19/2024,"TxId: 11901062453. Your payment of 1,500 RWF to Samuel Carter 20955 has been completed at 2024-06-19 16:07:43. Your new balance: 5,810 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",11901062453,"1,500",Payments to Code Holders
06/19/2024,"Yello!Umaze kugura 2,000FRW(2GB) igura 2,000 RWF",,"2,000",Internet and Voice Bundle Purchases
06/19/2024,*162*TxId:14443130677*S*Your payment of 2000 RWF to Bundles and Packs with token  has been completed at 2024-06-19 18:15:53. Fee was 0 RWF. Your new balance: 3810 RWF . Message: - -. *EN#,,2000,Payments to Code Holders
06/19/2024,You have received 3700 RWF from Samuel Carter (*********090) on your mobile money account at 2024-06-19 20:26:00. Message from sender: . Your new balance:7510 RWF. Financial Transaction Id: 63115508240.,,3700,Incoming Money
06/19/2024,*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-06-19 22:16:00. Your NEW BALANCE :17510 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,10000,Incoming Money
06/19/2024,"*165*S*12000 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-06-19 22:17:07 . Fee was: 250 RWF. New balance: 5260 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,12000,Transfers to Mobile Numbers
06/20/2024,"*165*S*1500 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-06-20 17:55:45 . Fee was: 100 RWF. New balance: 3660 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
06/20/2024,"*165*S*1000 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-06-20 19:22:27 . Fee was: 20 RWF. New balance: 2640 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
06/21/2024,You have received 1500 RWF from Samuel Carter (*********612) on your mobile money account at 2024-06-21 13:44:47. Message from sender: . Your new balance:4140 RWF. Financial Transaction Id: 90311838363.,,1500,Incoming Money
06/21/2024,"TxId: 65472821949. Your payment of 1,500 RWF to Alex Doe 35808 has been completed at 2024-06-21 16:01:02. Your new balance: 2,640 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",65472821949,"1,500",Payments to Code Holders
06/21/2024,*162*TxId:14469963984*S*Your payment of 2000 RWF to MTN Cash Power with token 09779-88882-62297-78749 has been completed at 2024-06-21 16:48:15. Fee was 0 RWF. Your new balance: 640 RWF . Message: - -. *EN#,,2000,Payments to Code Holders
06/21/2024,*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-06-21 17:39:32. Your NEW BALANCE :10640 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,10000,Incoming Money
06/21/2024,"*165*S*5000 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-06-21 17:40:25 . Fee was: 100 RWF. New balance: 5540 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,5000,Transfers to Mobile Numbers
06/21/2024,"TxId: 18526546570. Your payment of 1,000 RWF to Alex Doe 27861 has been completed at 2024-06-21 19:02:57. Your new balance: 4,540 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",18526546570,"1,000",Payments to Code Holders
06/21/2024,"TxId: 90823104833. Your payment of 800 RWF to Jane Smith 90263 has been completed at 2024-06-21 21:08:17. Your new balance: 3,740 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",90823104833,800,Payments to Code Holders
06/22/2024,"TxId: 94029377235. Your payment of 2,500 RWF to Alex Doe 38221 has been completed at 2024-06-22 06:14:50. Your new balance: 1,240 RWF. Fee was 0 RWF.Kanda*182*16# wiyandikishe muri poromosiyo ya BivaMoMotima, ugire amahirwe yo gutsindira ibihembo bishimishije.",94029377235,"2,500",Payments to Code Holders
06/22/2024,*113*R*A bank deposit of 5000 RWF has been added to your mobile money account at 2024-06-22 10:10:55. Your NEW BALANCE :6240 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,5000,Incoming Money
06/22/2024,"*165*S*1200 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-06-22 10:13:03 . Fee was: 100 RWF. New balance: 4940 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1200,Transfers to Mobile Numbers
